image_path,masked_image_path,tumor
image_1426.tif,image_1426.tif,0
image_1105.tif,image_1105.tif,0
image_248.tif,image_248.tif,0
image_28.tif,image_28.tif,0
image_3303.tif,image_3303.tif,1
image_3563.tif,image_3563.tif,0
image_472.tif,image_472.tif,0
image_2034.tif,image_2034.tif,0
image_3250.tif,image_3250.tif,0
image_412.tif,image_412.tif,0
image_428.tif,image_428.tif,1
image_3125.tif,image_3125.tif,0
image_894.tif,image_894.tif,0
image_2724.tif,image_2724.tif,1
image_3123.tif,image_3123.tif,0
image_3541.tif,image_3541.tif,0
image_2150.tif,image_2150.tif,1
image_1620.tif,image_1620.tif,0
image_3424.tif,image_3424.tif,1
image_2088.tif,image_2088.tif,0
image_2372.tif,image_2372.tif,0
image_1236.tif,image_1236.tif,0
image_199.tif,image_199.tif,1
image_659.tif,image_659.tif,0
image_3459.tif,image_3459.tif,1
image_2433.tif,image_2433.tif,1
image_908.tif,image_908.tif,0
image_3923.tif,image_3923.tif,0
image_925.tif,image_925.tif,0
image_3430.tif,image_3430.tif,0
image_1461.tif,image_1461.tif,0
image_1231.tif,image_1231.tif,0
image_3276.tif,image_3276.tif,0
image_1866.tif,image_1866.tif,0
image_2308.tif,image_2308.tif,0
image_210.tif,image_210.tif,0
image_3252.tif,image_3252.tif,0
image_2360.tif,image_2360.tif,0
image_1770.tif,image_1770.tif,0
image_689.tif,image_689.tif,0
image_2695.tif,image_2695.tif,0
image_3272.tif,image_3272.tif,0
image_2243.tif,image_2243.tif,1
image_2483.tif,image_2483.tif,0
image_3560.tif,image_3560.tif,0
image_1975.tif,image_1975.tif,0
image_2030.tif,image_2030.tif,0
image_965.tif,image_965.tif,0
image_464.tif,image_464.tif,0
image_740.tif,image_740.tif,0
image_2725.tif,image_2725.tif,1
image_1241.tif,image_1241.tif,0
image_3498.tif,image_3498.tif,1
image_3896.tif,image_3896.tif,0
image_657.tif,image_657.tif,0
image_844.tif,image_844.tif,0
image_3844.tif,image_3844.tif,1
image_3409.tif,image_3409.tif,1
image_1763.tif,image_1763.tif,1
image_1507.tif,image_1507.tif,0
image_717.tif,image_717.tif,0
image_1526.tif,image_1526.tif,0
image_1970.tif,image_1970.tif,1
image_434.tif,image_434.tif,1
image_1457.tif,image_1457.tif,0
image_3032.tif,image_3032.tif,0
image_2474.tif,image_2474.tif,1
image_945.tif,image_945.tif,0
image_2666.tif,image_2666.tif,1
image_2892.tif,image_2892.tif,0
image_3299.tif,image_3299.tif,1
image_984.tif,image_984.tif,0
image_1753.tif,image_1753.tif,0
image_3355.tif,image_3355.tif,1
image_3285.tif,image_3285.tif,0
image_854.tif,image_854.tif,0
image_1744.tif,image_1744.tif,1
image_3848.tif,image_3848.tif,1
image_3677.tif,image_3677.tif,1
image_1831.tif,image_1831.tif,1
image_3151.tif,image_3151.tif,1
image_548.tif,image_548.tif,0
image_1501.tif,image_1501.tif,0
image_346.tif,image_346.tif,1
image_223.tif,image_223.tif,1
image_150.tif,image_150.tif,0
image_1566.tif,image_1566.tif,0
image_3364.tif,image_3364.tif,1
image_2233.tif,image_2233.tif,1
image_1116.tif,image_1116.tif,0
image_1946.tif,image_1946.tif,0
image_1868.tif,image_1868.tif,0
image_958.tif,image_958.tif,0
image_1539.tif,image_1539.tif,0
image_311.tif,image_311.tif,0
image_357.tif,image_357.tif,1
image_447.tif,image_447.tif,1
image_1036.tif,image_1036.tif,0
image_1078.tif,image_1078.tif,0
image_2651.tif,image_2651.tif,0
image_3610.tif,image_3610.tif,1
image_143.tif,image_143.tif,1
image_967.tif,image_967.tif,0
image_157.tif,image_157.tif,0
image_201.tif,image_201.tif,1
image_3744.tif,image_3744.tif,1
image_2277.tif,image_2277.tif,0
image_2987.tif,image_2987.tif,1
image_2690.tif,image_2690.tif,0
image_2891.tif,image_2891.tif,0
image_100.tif,image_100.tif,1
image_580.tif,image_580.tif,1
image_468.tif,image_468.tif,0
image_2730.tif,image_2730.tif,1
image_3699.tif,image_3699.tif,0
image_1275.tif,image_1275.tif,0
image_2643.tif,image_2643.tif,1
image_3761.tif,image_3761.tif,1
image_258.tif,image_258.tif,0
image_371.tif,image_371.tif,1
image_3334.tif,image_3334.tif,0
image_3619.tif,image_3619.tif,1
image_3102.tif,image_3102.tif,1
image_1965.tif,image_1965.tif,0
image_3579.tif,image_3579.tif,0
image_2962.tif,image_2962.tif,1
image_2083.tif,image_2083.tif,0
image_1475.tif,image_1475.tif,0
image_1525.tif,image_1525.tif,0
image_2269.tif,image_2269.tif,0
image_1553.tif,image_1553.tif,1
image_3705.tif,image_3705.tif,1
image_1493.tif,image_1493.tif,0
image_538.tif,image_538.tif,0
image_3790.tif,image_3790.tif,0
image_3070.tif,image_3070.tif,1
image_3842.tif,image_3842.tif,1
image_251.tif,image_251.tif,0
image_1858.tif,image_1858.tif,0
image_1038.tif,image_1038.tif,0
image_2837.tif,image_2837.tif,0
image_1587.tif,image_1587.tif,1
image_379.tif,image_379.tif,0
image_3018.tif,image_3018.tif,0
image_1135.tif,image_1135.tif,0
image_3912.tif,image_3912.tif,0
image_2285.tif,image_2285.tif,1
image_2445.tif,image_2445.tif,1
image_1298.tif,image_1298.tif,1
image_2299.tif,image_2299.tif,1
image_2845.tif,image_2845.tif,1
image_285.tif,image_285.tif,1
image_3678.tif,image_3678.tif,1
image_2985.tif,image_2985.tif,1
image_3663.tif,image_3663.tif,1
image_2086.tif,image_2086.tif,0
image_2045.tif,image_2045.tif,1
image_3113.tif,image_3113.tif,0
image_3344.tif,image_3344.tif,1
image_3860.tif,image_3860.tif,0
image_1488.tif,image_1488.tif,0
image_2453.tif,image_2453.tif,0
image_108.tif,image_108.tif,0
image_506.tif,image_506.tif,0
image_1416.tif,image_1416.tif,0
image_839.tif,image_839.tif,0
image_3117.tif,image_3117.tif,0
image_3062.tif,image_3062.tif,0
image_3894.tif,image_3894.tif,0
image_1645.tif,image_1645.tif,1
image_624.tif,image_624.tif,0
image_3545.tif,image_3545.tif,1
image_2314.tif,image_2314.tif,0
image_1910.tif,image_1910.tif,1
image_397.tif,image_397.tif,0
image_3516.tif,image_3516.tif,0
image_811.tif,image_811.tif,1
image_1762.tif,image_1762.tif,1
image_2889.tif,image_2889.tif,0
image_2507.tif,image_2507.tif,0
image_16.tif,image_16.tif,0
image_2870.tif,image_2870.tif,0
image_1693.tif,image_1693.tif,0
image_3535.tif,image_3535.tif,0
image_2027.tif,image_2027.tif,0
image_2802.tif,image_2802.tif,0
image_3759.tif,image_3759.tif,1
image_2883.tif,image_2883.tif,1
image_1209.tif,image_1209.tif,0
image_1296.tif,image_1296.tif,0
image_3216.tif,image_3216.tif,1
image_1784.tif,image_1784.tif,1
image_3056.tif,image_3056.tif,0
image_588.tif,image_588.tif,1
image_2634.tif,image_2634.tif,1
image_234.tif,image_234.tif,1
image_221.tif,image_221.tif,1
image_3037.tif,image_3037.tif,0
image_87.tif,image_87.tif,0
image_2650.tif,image_2650.tif,0
image_1909.tif,image_1909.tif,1
image_2244.tif,image_2244.tif,0
image_136.tif,image_136.tif,1
image_2214.tif,image_2214.tif,0
image_1113.tif,image_1113.tif,0
image_3518.tif,image_3518.tif,0
image_2388.tif,image_2388.tif,0
image_318.tif,image_318.tif,0
image_1085.tif,image_1085.tif,0
image_3373.tif,image_3373.tif,1
image_3243.tif,image_3243.tif,0
image_3792.tif,image_3792.tif,1
image_1588.tif,image_1588.tif,1
image_2270.tif,image_2270.tif,0
image_492.tif,image_492.tif,1
image_1639.tif,image_1639.tif,0
image_3753.tif,image_3753.tif,0
image_2098.tif,image_2098.tif,1
image_1421.tif,image_1421.tif,0
image_2808.tif,image_2808.tif,1
image_1297.tif,image_1297.tif,0
image_1026.tif,image_1026.tif,0
image_3669.tif,image_3669.tif,0
image_1609.tif,image_1609.tif,0
image_660.tif,image_660.tif,0
image_2972.tif,image_2972.tif,0
image_3652.tif,image_3652.tif,1
image_2262.tif,image_2262.tif,0
image_1781.tif,image_1781.tif,1
image_1958.tif,image_1958.tif,1
image_2136.tif,image_2136.tif,0
image_2298.tif,image_2298.tif,1
image_2497.tif,image_2497.tif,0
image_1028.tif,image_1028.tif,0
image_1083.tif,image_1083.tif,1
image_1422.tif,image_1422.tif,0
image_840.tif,image_840.tif,0
image_1169.tif,image_1169.tif,0
image_3522.tif,image_3522.tif,0
image_2530.tif,image_2530.tif,0
image_636.tif,image_636.tif,0
image_1037.tif,image_1037.tif,0
image_1689.tif,image_1689.tif,0
image_238.tif,image_238.tif,1
image_3507.tif,image_3507.tif,0
image_245.tif,image_245.tif,0
image_2237.tif,image_2237.tif,1
image_3612.tif,image_3612.tif,1
image_2929.tif,image_2929.tif,1
image_324.tif,image_324.tif,0
image_2488.tif,image_2488.tif,0
image_1906.tif,image_1906.tif,1
image_1029.tif,image_1029.tif,0
image_3384.tif,image_3384.tif,0
image_3456.tif,image_3456.tif,1
image_3796.tif,image_3796.tif,1
image_2374.tif,image_2374.tif,0
image_529.tif,image_529.tif,0
image_1563.tif,image_1563.tif,1
image_2797.tif,image_2797.tif,0
image_94.tif,image_94.tif,1
image_2416.tif,image_2416.tif,0
image_3031.tif,image_3031.tif,0
image_1916.tif,image_1916.tif,1
image_4.tif,image_4.tif,0
image_2813.tif,image_2813.tif,1
image_2615.tif,image_2615.tif,0
image_1935.tif,image_1935.tif,1
image_1893.tif,image_1893.tif,0
image_3816.tif,image_3816.tif,1
image_1540.tif,image_1540.tif,0
image_491.tif,image_491.tif,1
image_2986.tif,image_2986.tif,1
image_1652.tif,image_1652.tif,1
image_1803.tif,image_1803.tif,0
image_951.tif,image_951.tif,0
image_3402.tif,image_3402.tif,1
image_247.tif,image_247.tif,0
image_608.tif,image_608.tif,0
image_2274.tif,image_2274.tif,0
image_3470.tif,image_3470.tif,0
image_1409.tif,image_1409.tif,0
image_2475.tif,image_2475.tif,1
image_3875.tif,image_3875.tif,1
image_3514.tif,image_3514.tif,0
image_1349.tif,image_1349.tif,0
image_3820.tif,image_3820.tif,1
image_2085.tif,image_2085.tif,0
image_2923.tif,image_2923.tif,0
image_2679.tif,image_2679.tif,0
image_3578.tif,image_3578.tif,0
image_1081.tif,image_1081.tif,0
image_1843.tif,image_1843.tif,0
image_3914.tif,image_3914.tif,0
image_68.tif,image_68.tif,0
image_2756.tif,image_2756.tif,1
image_2694.tif,image_2694.tif,0
image_119.tif,image_119.tif,0
image_790.tif,image_790.tif,0
image_707.tif,image_707.tif,0
image_3471.tif,image_3471.tif,0
image_709.tif,image_709.tif,0
image_517.tif,image_517.tif,0
image_1470.tif,image_1470.tif,0
image_3055.tif,image_3055.tif,0
image_2319.tif,image_2319.tif,1
image_3582.tif,image_3582.tif,0
image_2896.tif,image_2896.tif,1
image_208.tif,image_208.tif,0
image_1603.tif,image_1603.tif,0
image_3537.tif,image_3537.tif,0
image_1262.tif,image_1262.tif,0
image_2829.tif,image_2829.tif,1
image_3389.tif,image_3389.tif,1
image_983.tif,image_983.tif,0
image_706.tif,image_706.tif,0
image_563.tif,image_563.tif,1
image_382.tif,image_382.tif,0
image_3466.tif,image_3466.tif,0
image_1330.tif,image_1330.tif,0
image_2145.tif,image_2145.tif,1
image_3401.tif,image_3401.tif,1
image_211.tif,image_211.tif,0
image_1829.tif,image_1829.tif,1
image_3696.tif,image_3696.tif,0
image_363.tif,image_363.tif,1
image_1972.tif,image_1972.tif,0
image_637.tif,image_637.tif,0
image_2041.tif,image_2041.tif,1
image_1382.tif,image_1382.tif,0
image_3211.tif,image_3211.tif,1
image_976.tif,image_976.tif,0
image_923.tif,image_923.tif,0
image_710.tif,image_710.tif,0
image_2524.tif,image_2524.tif,1
image_1129.tif,image_1129.tif,0
image_2925.tif,image_2925.tif,0
image_2576.tif,image_2576.tif,1
image_3068.tif,image_3068.tif,1
image_1728.tif,image_1728.tif,0
image_128.tif,image_128.tif,0
image_3414.tif,image_3414.tif,1
image_2064.tif,image_2064.tif,0
image_1031.tif,image_1031.tif,0
image_765.tif,image_765.tif,0
image_591.tif,image_591.tif,1
image_2515.tif,image_2515.tif,0
image_2324.tif,image_2324.tif,1
image_127.tif,image_127.tif,0
image_1344.tif,image_1344.tif,1
image_562.tif,image_562.tif,1
image_1200.tif,image_1200.tif,0
image_1596.tif,image_1596.tif,1
image_712.tif,image_712.tif,0
image_1411.tif,image_1411.tif,0
image_1072.tif,image_1072.tif,0
image_3225.tif,image_3225.tif,0
image_280.tif,image_280.tif,1
image_2603.tif,image_2603.tif,0
image_1498.tif,image_1498.tif,0
image_985.tif,image_985.tif,0
image_2439.tif,image_2439.tif,1
image_1621.tif,image_1621.tif,0
image_2713.tif,image_2713.tif,1
image_749.tif,image_749.tif,0
image_2436.tif,image_2436.tif,1
image_2708.tif,image_2708.tif,1
image_313.tif,image_313.tif,0
image_2737.tif,image_2737.tif,0
image_2261.tif,image_2261.tif,0
image_416.tif,image_416.tif,0
image_3679.tif,image_3679.tif,1
image_118.tif,image_118.tif,0
image_1953.tif,image_1953.tif,1
image_2075.tif,image_2075.tif,0
image_1929.tif,image_1929.tif,0
image_60.tif,image_60.tif,0
image_3486.tif,image_3486.tif,1
image_1729.tif,image_1729.tif,0
image_2489.tif,image_2489.tif,0
image_3395.tif,image_3395.tif,1
image_2032.tif,image_2032.tif,0
image_2102.tif,image_2102.tif,1
image_3374.tif,image_3374.tif,1
image_1075.tif,image_1075.tif,0
image_3330.tif,image_3330.tif,1
image_3161.tif,image_3161.tif,0
image_1738.tif,image_1738.tif,0
image_1936.tif,image_1936.tif,1
image_2631.tif,image_2631.tif,1
image_1358.tif,image_1358.tif,0
image_2346.tif,image_2346.tif,0
image_530.tif,image_530.tif,0
image_2992.tif,image_2992.tif,1
image_654.tif,image_654.tif,0
image_2441.tif,image_2441.tif,1
image_3128.tif,image_3128.tif,0
image_892.tif,image_892.tif,0
image_3825.tif,image_3825.tif,0
image_1785.tif,image_1785.tif,1
image_2757.tif,image_2757.tif,1
image_2874.tif,image_2874.tif,0
image_347.tif,image_347.tif,1
image_401.tif,image_401.tif,0
image_2327.tif,image_2327.tif,0
image_1050.tif,image_1050.tif,0
image_3013.tif,image_3013.tif,1
image_1460.tif,image_1460.tif,0
image_2545.tif,image_2545.tif,0
image_1285.tif,image_1285.tif,0
image_1947.tif,image_1947.tif,0
image_2272.tif,image_2272.tif,0
image_3766.tif,image_3766.tif,0
image_1486.tif,image_1486.tif,0
image_1149.tif,image_1149.tif,0
image_131.tif,image_131.tif,1
image_1510.tif,image_1510.tif,0
image_333.tif,image_333.tif,0
image_2841.tif,image_2841.tif,0
image_1094.tif,image_1094.tif,0
image_1271.tif,image_1271.tif,0
image_3550.tif,image_3550.tif,1
image_3312.tif,image_3312.tif,1
image_1286.tif,image_1286.tif,0
image_3412.tif,image_3412.tif,1
image_2636.tif,image_2636.tif,1
image_3201.tif,image_3201.tif,0
image_3639.tif,image_3639.tif,1
image_3047.tif,image_3047.tif,1
image_817.tif,image_817.tif,0
image_2472.tif,image_2472.tif,1
image_2361.tif,image_2361.tif,0
image_467.tif,image_467.tif,0
image_1817.tif,image_1817.tif,0
image_3146.tif,image_3146.tif,1
image_3736.tif,image_3736.tif,0
image_810.tif,image_810.tif,1
image_1138.tif,image_1138.tif,0
image_930.tif,image_930.tif,0
image_2063.tif,image_2063.tif,0
image_626.tif,image_626.tif,0
image_2783.tif,image_2783.tif,1
image_1219.tif,image_1219.tif,0
image_2389.tif,image_2389.tif,0
image_1490.tif,image_1490.tif,0
image_2325.tif,image_2325.tif,1
image_1998.tif,image_1998.tif,1
image_2016.tif,image_2016.tif,0
image_3278.tif,image_3278.tif,0
image_3036.tif,image_3036.tif,0
image_1373.tif,image_1373.tif,0
image_1458.tif,image_1458.tif,0
image_3193.tif,image_3193.tif,1
image_3155.tif,image_3155.tif,1
image_173.tif,image_173.tif,1
image_132.tif,image_132.tif,1
image_1414.tif,image_1414.tif,0
image_2398.tif,image_2398.tif,1
image_3788.tif,image_3788.tif,0
image_2624.tif,image_2624.tif,1
image_262.tif,image_262.tif,0
image_524.tif,image_524.tif,0
image_1357.tif,image_1357.tif,0
image_121.tif,image_121.tif,0
image_3781.tif,image_3781.tif,0
image_1796.tif,image_1796.tif,0
image_2978.tif,image_2978.tif,1
image_3538.tif,image_3538.tif,0
image_1915.tif,image_1915.tif,1
image_321.tif,image_321.tif,0
image_1264.tif,image_1264.tif,0
image_3158.tif,image_3158.tif,0
image_1464.tif,image_1464.tif,0
image_594.tif,image_594.tif,0
image_2008.tif,image_2008.tif,1
image_2765.tif,image_2765.tif,0
image_868.tif,image_868.tif,0
image_2239.tif,image_2239.tif,1
image_953.tif,image_953.tif,0
image_1701.tif,image_1701.tif,0
image_2220.tif,image_2220.tif,0
image_3150.tif,image_3150.tif,1
image_3879.tif,image_3879.tif,1
image_2656.tif,image_2656.tif,0
image_3791.tif,image_3791.tif,1
image_1089.tif,image_1089.tif,0
image_1516.tif,image_1516.tif,0
image_1604.tif,image_1604.tif,0
image_2337.tif,image_2337.tif,1
image_3636.tif,image_3636.tif,0
image_3298.tif,image_3298.tif,1
image_1449.tif,image_1449.tif,0
image_1192.tif,image_1192.tif,0
image_1629.tif,image_1629.tif,1
image_339.tif,image_339.tif,1
image_1044.tif,image_1044.tif,0
image_3529.tif,image_3529.tif,0
image_686.tif,image_686.tif,0
image_703.tif,image_703.tif,1
image_88.tif,image_88.tif,0
image_3079.tif,image_3079.tif,0
image_897.tif,image_897.tif,0
image_2512.tif,image_2512.tif,0
image_2231.tif,image_2231.tif,1
image_3818.tif,image_3818.tif,1
image_3487.tif,image_3487.tif,1
image_3823.tif,image_3823.tif,1
image_3730.tif,image_3730.tif,0
image_2835.tif,image_2835.tif,1
image_2122.tif,image_2122.tif,0
image_3635.tif,image_3635.tif,0
image_813.tif,image_813.tif,1
image_2406.tif,image_2406.tif,1
image_3665.tif,image_3665.tif,1
image_3445.tif,image_3445.tif,1
image_3169.tif,image_3169.tif,1
image_2916.tif,image_2916.tif,0
image_3012.tif,image_3012.tif,1
image_2810.tif,image_2810.tif,1
image_2862.tif,image_2862.tif,0
image_3784.tif,image_3784.tif,0
image_3566.tif,image_3566.tif,1
image_638.tif,image_638.tif,0
image_3607.tif,image_3607.tif,0
image_1617.tif,image_1617.tif,0
image_1195.tif,image_1195.tif,0
image_2271.tif,image_2271.tif,0
image_3455.tif,image_3455.tif,1
image_569.tif,image_569.tif,1
image_2607.tif,image_2607.tif,0
image_2998.tif,image_2998.tif,0
image_2454.tif,image_2454.tif,0
image_950.tif,image_950.tif,0
image_2335.tif,image_2335.tif,1
image_3105.tif,image_3105.tif,1
image_82.tif,image_82.tif,0
image_2670.tif,image_2670.tif,1
image_1161.tif,image_1161.tif,0
image_329.tif,image_329.tif,0
image_2349.tif,image_2349.tif,1
image_2922.tif,image_2922.tif,0
image_1583.tif,image_1583.tif,0
image_2331.tif,image_2331.tif,0
image_3041.tif,image_3041.tif,0
image_540.tif,image_540.tif,0
image_1551.tif,image_1551.tif,0
image_3715.tif,image_3715.tif,0
image_137.tif,image_137.tif,1
image_2963.tif,image_2963.tif,1
image_3257.tif,image_3257.tif,0
image_1899.tif,image_1899.tif,0
image_1980.tif,image_1980.tif,1
image_1292.tif,image_1292.tif,0
image_3626.tif,image_3626.tif,1
image_2162.tif,image_2162.tif,0
image_3584.tif,image_3584.tif,0
image_387.tif,image_387.tif,0
image_2792.tif,image_2792.tif,0
image_2257.tif,image_2257.tif,0
image_1451.tif,image_1451.tif,0
image_2954.tif,image_2954.tif,1
image_2715.tif,image_2715.tif,1
image_2493.tif,image_2493.tif,0
image_1061.tif,image_1061.tif,0
image_3152.tif,image_3152.tif,1
image_1686.tif,image_1686.tif,0
image_2910.tif,image_2910.tif,0
image_3606.tif,image_3606.tif,1
image_411.tif,image_411.tif,0
image_2549.tif,image_2549.tif,0
image_2743.tif,image_2743.tif,0
image_432.tif,image_432.tif,1
image_2858.tif,image_2858.tif,0
image_969.tif,image_969.tif,0
image_3245.tif,image_3245.tif,0
image_140.tif,image_140.tif,1
image_62.tif,image_62.tif,0
image_2209.tif,image_2209.tif,0
image_2431.tif,image_2431.tif,1
image_1735.tif,image_1735.tif,0
image_1162.tif,image_1162.tif,0
image_2000.tif,image_2000.tif,1
image_1727.tif,image_1727.tif,0
image_1198.tif,image_1198.tif,0
image_1632.tif,image_1632.tif,1
image_3024.tif,image_3024.tif,0
image_2681.tif,image_2681.tif,0
image_764.tif,image_764.tif,0
image_589.tif,image_589.tif,1
image_2347.tif,image_2347.tif,1
image_973.tif,image_973.tif,0
image_3500.tif,image_3500.tif,0
image_1769.tif,image_1769.tif,0
image_1170.tif,image_1170.tif,1
image_2035.tif,image_2035.tif,0
image_3213.tif,image_3213.tif,1
image_3104.tif,image_3104.tif,1
image_3190.tif,image_3190.tif,1
image_163.tif,image_163.tif,0
image_512.tif,image_512.tif,0
image_362.tif,image_362.tif,1
image_334.tif,image_334.tif,1
image_3664.tif,image_3664.tif,1
image_2553.tif,image_2553.tif,1
image_20.tif,image_20.tif,0
image_1463.tif,image_1463.tif,0
image_1427.tif,image_1427.tif,0
image_2628.tif,image_2628.tif,1
image_3164.tif,image_3164.tif,0
image_29.tif,image_29.tif,0
image_1322.tif,image_1322.tif,0
image_3673.tif,image_3673.tif,1
image_2595.tif,image_2595.tif,0
image_354.tif,image_354.tif,0
image_3749.tif,image_3749.tif,1
image_1678.tif,image_1678.tif,1
image_3570.tif,image_3570.tif,0
image_3131.tif,image_3131.tif,0
image_3103.tif,image_3103.tif,1
image_618.tif,image_618.tif,0
image_1397.tif,image_1397.tif,1
image_1976.tif,image_1976.tif,0
image_1503.tif,image_1503.tif,0
image_1717.tif,image_1717.tif,1
image_2940.tif,image_2940.tif,0
image_231.tif,image_231.tif,1
image_1385.tif,image_1385.tif,0
image_1007.tif,image_1007.tif,0
image_3862.tif,image_3862.tif,0
image_2329.tif,image_2329.tif,0
image_3137.tif,image_3137.tif,1
image_2726.tif,image_2726.tif,1
image_2442.tif,image_2442.tif,1
image_1406.tif,image_1406.tif,1
image_3813.tif,image_3813.tif,1
image_1833.tif,image_1833.tif,1
image_437.tif,image_437.tif,1
image_2644.tif,image_2644.tif,1
image_2288.tif,image_2288.tif,1
image_2296.tif,image_2296.tif,1
image_2165.tif,image_2165.tif,0
image_3777.tif,image_3777.tif,0
image_356.tif,image_356.tif,0
image_3625.tif,image_3625.tif,1
image_2152.tif,image_2152.tif,1
image_1854.tif,image_1854.tif,0
image_3614.tif,image_3614.tif,1
image_3195.tif,image_3195.tif,1
image_2148.tif,image_2148.tif,1
image_77.tif,image_77.tif,0
image_2864.tif,image_2864.tif,0
image_1737.tif,image_1737.tif,0
image_872.tif,image_872.tif,0
image_3005.tif,image_3005.tif,1
image_2351.tif,image_2351.tif,1
image_3817.tif,image_3817.tif,1
image_1190.tif,image_1190.tif,0
image_2021.tif,image_2021.tif,0
image_559.tif,image_559.tif,1
image_1775.tif,image_1775.tif,0
image_781.tif,image_781.tif,0
image_408.tif,image_408.tif,0
image_46.tif,image_46.tif,0
image_2828.tif,image_2828.tif,1
image_603.tif,image_603.tif,0
image_3127.tif,image_3127.tif,0
image_2692.tif,image_2692.tif,0
image_169.tif,image_169.tif,0
image_1648.tif,image_1648.tif,1
image_2486.tif,image_2486.tif,0
image_1584.tif,image_1584.tif,0
image_1340.tif,image_1340.tif,0
image_2410.tif,image_2410.tif,1
image_2742.tif,image_2742.tif,0
image_2659.tif,image_2659.tif,0
image_3763.tif,image_3763.tif,0
image_1824.tif,image_1824.tif,1
image_3210.tif,image_3210.tif,1
image_998.tif,image_998.tif,0
image_454.tif,image_454.tif,0
image_1429.tif,image_1429.tif,0
image_1726.tif,image_1726.tif,0
image_2344.tif,image_2344.tif,0
image_767.tif,image_767.tif,0
image_1851.tif,image_1851.tif,0
image_1343.tif,image_1343.tif,0
image_1504.tif,image_1504.tif,0
image_3304.tif,image_3304.tif,1
image_2149.tif,image_2149.tif,1
image_895.tif,image_895.tif,0
